Season,Matchday,HomeTeam,AwayTeam,HomePos,AwayPos,HW,HD,HL,HGF,HGA,HGD,HPoints,AW,AD,AL,AGF,AGA,AGD,APoints,FTR
2038422,29,west,kiev,15,8,5,7,15,26,59,-33,22,12,6,10,45,34,11,42,a
2038422,29,tot,mbl,5,3,14,7,7,59,33,26,49,15,7,6,56,35,21,52,a
2038422,29,new,eve,16,9,5,5,18,22,52,-30,20,12,5,11,48,39,9,41,a
2038422,29,lond,bur,4,12,15,5,8,50,36,14,50,6,9,13,19,34,-15,27,d
2038422,29,wat,che,11,7,5,12,11,26,36,-10,27,12,7,9,43,34,9,43,a
2038422,29,wol,bou,10,1,9,10,9,29,38,-9,37,18,6,4,44,22,22,60,d
2038422,30,cry,new,13,16,7,3,19,23,50,-27,24,5,5,19,22,53,-31,20,a
2038422,30,che,west,7,15,13,7,9,45,34,11,46,5,7,16,26,62,-36,22,h
2038422,30,bur,mre,11,6,6,10,13,21,36,-15,28,14,7,8,42,30,12,49,h
2038422,30,bou,sou,1,14,18,7,4,45,23,22,61,4,10,15,27,47,-20,22,h
2038422,30,kiev,wol,8,10,13,6,10,48,34,14,45,9,11,9,30,39,-9,38,a
2038422,30,tot,wat,5,12,14,7,8,60,35,25,49,5,12,12,26,38,-12,27,h
2038422,30,mbl,eve,3,9,16,7,6,58,36,22,55,13,5,11,49,39,10,44,h
2038422,30,liv,lond,2,4,18,4,7,49,25,24,58,15,6,8,52,38,14,51,d
